Student_ID,Sinhala_Tamil,Sinhala_Tamil_Grade,Maths,Maths_Grade,Science,Science_Grade,Buddhism,Buddhism_Grade,English,English_Grade,History,History_Grade,Basket1_Subject,Basket1_Marks,Basket1_Grade,Basket2_Subject,Basket2_Marks,Basket2_Grade,Basket3_Subject,Basket3_Marks,Basket3_Grade,Total_Marks,Average_Marks,Overall_Grade
STU0497,100,A,50,C,57,B,40,C,51,C,40,C,Agriculture,50,C,Art,23,F,Media,70,B,481,53.44,C
STU0498,32,F,24,F,77,A,60,B,74,B,98,A,Agriculture,17,F,English_Lit,71,B,Health,83,A,536,59.56,B
STU0499,59,B,41,C,77,A,64,B,69,B,70,B,Agriculture,58,B,Art,44,C,Media,43,C,525,58.33,B
STU0500,11,F,35,C,67,B,63,B,55,B,45,C,Commerce,94,A,Dance,13,F,ICT,52,C,435,48.33,C
STU0501,67,B,42,C,92,A,70,B,71,B,82,A,Commerce,60,B,Drama,46,C,Home_Science,40,C,570,63.33,B
STU0502,43,C,65,B,66,B,81,A,50,C,76,A,Commerce,100,A,English_Lit,66,B,ICT,58,B,605,67.22,B
STU0503,60,B,38,C,69,B,62,B,62,B,68,B,Agriculture,89,A,Drama,58,B,Health,70,B,576,64,B
STU0504,86,A,53,C,59,B,55,B,76,A,84,A,Commerce,65,B,Drama,100,A,Health,96,A,674,74.89,B
STU0505,60,B,87,A,65,B,60,B,42,C,55,B,Agriculture,40,C,Sinhala_Lit,56,B,Media,73,B,538,59.78,B
STU0506,86,A,39,C,2,F,64,B,70,B,9,F,Agriculture,89,A,Music,94,A,ICT,69,B,522,58,B
STU0507,61,B,58,B,67,B,63,B,75,A,73,B,Commerce,97,A,Art,10,F,Home_Science,87,A,591,65.67,B
STU0508,59,B,4,F,87,A,62,B,13,F,57,B,Agriculture,58,B,Dance,8,F,ICT,24,F,372,41.33,C
STU0509,52,C,82,A,85,A,59,B,74,B,85,A,Commerce,50,C,Art,41,C,Media,92,A,620,68.89,B
STU0510,32,F,59,B,46,C,58,B,62,B,96,A,Agriculture,55,B,Drama,84,A,Health,42,C,534,59.33,B
STU0511,49,C,61,B,76,A,78,A,29,F,80,A,Agriculture,79,A,English_Lit,8,F,Home_Science,35,C,495,55,B
STU0512,49,C,38,C,38,C,55,B,36,C,72,B,Agriculture,92,A,Sinhala_Lit,74,B,Health,46,C,500,55.56,B
STU0513,51,C,96,A,97,A,90,A,98,A,81,A,Commerce,97,A,Music,89,A,Home_Science,41,C,740,82.22,A
STU0514,90,A,54,C,44,C,87,A,53,C,78,A,Commerce,86,A,English_Lit,53,C,Media,71,B,616,68.44,B
STU0515,37,C,79,A,19,F,95,A,74,B,45,C,Commerce,56,B,Music,69,B,Media,63,B,537,59.67,B
STU0516,80,A,100,A,76,A,67,B,63,B,61,B,Commerce,65,B,Art,44,C,ICT,52,C,608,67.56,B
STU0517,84,A,18,F,65,B,56,B,81,A,64,B,Agriculture,55,B,Dance,74,B,Health,90,A,587,65.22,B
STU0518,79,A,91,A,56,B,73,B,53,C,81,A,Agriculture,70,B,Art,77,A,ICT,90,A,670,74.44,B
STU0519,69,B,68,B,75,A,85,A,36,C,98,A,Agriculture,52,C,Music,3,F,Media,82,A,568,63.11,B
STU0520,89,A,64,B,22,F,73,B,66,B,71,B,Agriculture,73,B,English_Lit,100,A,Home_Science,83,A,641,71.22,B
STU0521,93,A,98,A,57,B,50,C,67,B,87,A,Agriculture,59,B,Sinhala_Lit,46,C,ICT,74,B,631,70.11,B
STU0522,80,A,90,A,64,B,90,A,78,A,28,F,Commerce,73,B,Dance,99,A,Health,56,B,658,73.11,B
STU0523,57,B,91,A,87,A,74,B,74,B,49,C,Commerce,44,C,Sinhala_Lit,44,C,Media,49,C,569,63.22,B
STU0524,76,A,39,C,54,C,79,A,76,A,38,C,Commerce,39,C,Music,95,A,Media,67,B,563,62.56,B
STU0525,73,B,54,C,50,C,71,B,79,A,40,C,Commerce,99,A,English_Lit,82,A,Home_Science,35,C,583,64.78,B
STU0526,76,A,77,A,79,A,86,A,80,A,59,B,Commerce,27,F,Sinhala_Lit,51,C,Health,70,B,605,67.22,B
STU0527,50,C,54,C,88,A,22,F,82,A,83,A,Agriculture,4,F,English_Lit,43,C,Home_Science,55,B,481,53.44,C
STU0528,40,C,28,F,88,A,66,B,70,B,50,C,Commerce,81,A,Music,56,B,Health,62,B,541,60.11,B
STU0529,56,B,63,B,43,C,1,F,91,A,81,A,Commerce,84,A,Art,82,A,Media,49,C,550,61.11,B
STU0530,70,B,88,A,83,A,43,C,62,B,24,F,Agriculture,50,C,Drama,38,C,Media,8,F,466,51.78,C
STU0531,38,C,58,B,72,B,70,B,58,B,70,B,Agriculture,60,B,Sinhala_Lit,26,F,Health,38,C,490,54.44,C
STU0532,60,B,66,B,71,B,79,A,46,C,56,B,Agriculture,59,B,Drama,63,B,Health,30,F,530,58.89,B
STU0533,37,C,37,C,45,C,94,A,41,C,92,A,Agriculture,91,A,Sinhala_Lit,35,C,ICT,47,C,519,57.67,B
STU0534,41,C,67,B,91,A,51,C,64,B,42,C,Agriculture,37,C,Dance,71,B,Health,77,A,541,60.11,B
STU0535,70,B,68,B,62,B,49,C,64,B,73,B,Agriculture,61,B,Art,42,C,Media,96,A,585,65,B
STU0536,13,F,77,A,22,F,62,B,63,B,74,B,Agriculture,46,C,Art,14,F,ICT,34,F,405,45,C
STU0537,62,B,52,C,55,B,35,C,25,F,93,A,Agriculture,24,F,Music,78,A,Home_Science,72,B,496,55.11,B
STU0538,36,C,3,F,46,C,79,A,46,C,51,C,Agriculture,66,B,English_Lit,48,C,Health,38,C,413,45.89,C
STU0539,72,B,75,A,39,C,73,B,87,A,70,B,Commerce,44,C,English_Lit,38,C,Health,77,A,575,63.89,B
STU0540,82,A,62,B,79,A,85,A,49,C,97,A,Commerce,66,B,Music,35,C,Health,65,B,620,68.89,B
STU0541,59,B,95,A,72,B,69,B,48,C,97,A,Agriculture,81,A,English_Lit,64,B,Health,62,B,647,71.89,B
STU0542,35,C,64,B,58,B,71,B,14,F,75,A,Agriculture,53,C,Music,58,B,ICT,4,F,432,48,C
STU0543,77,A,63,B,78,A,12,F,60,B,95,A,Commerce,65,B,Art,38,C,Health,81,A,569,63.22,B
STU0544,62,B,53,C,88,A,38,C,75,A,90,A,Agriculture,60,B,Dance,45,C,Health,80,A,591,65.67,B
STU0545,36,C,82,A,18,F,48,C,51,C,57,B,Agriculture,59,B,Music,17,F,Media,63,B,431,47.89,C
STU0546,35,C,68,B,61,B,58,B,78,A,37,C,Commerce,48,C,English_Lit,79,A,ICT,10,F,474,52.67,C
STU0547,46,C,14,F,36,C,68,B,41,C,98,A,Commerce,58,B,Music,37,C,Media,45,C,443,49.22,C
STU0548,49,C,78,A,61,B,91,A,45,C,71,B,Commerce,63,B,Sinhala_Lit,41,C,Health,99,A,598,66.44,B
STU0549,93,A,43,C,68,B,87,A,59,B,88,A,Agriculture,10,F,Drama,94,A,Media,61,B,603,67,B
STU0550,64,B,100,A,29,F,56,B,52,C,63,B,Agriculture,73,B,Drama,26,F,Health,34,F,497,55.22,B
STU0551,69,B,83,A,63,B,1,F,64,B,64,B,Agriculture,61,B,Sinhala_Lit,80,A,Media,3,F,488,54.22,C
STU0552,71,B,40,C,55,B,88,A,40,C,13,F,Agriculture,86,A,Music,56,B,Media,58,B,507,56.33,B
STU0553,51,C,59,B,52,C,43,C,41,C,87,A,Agriculture,36,C,Drama,58,B,Home_Science,67,B,494,54.89,C
STU0554,9,F,77,A,92,A,85,A,76,A,93,A,Commerce,57,B,Art,47,C,Home_Science,81,A,617,68.56,B
STU0555,67,B,86,A,77,A,96,A,61,B,72,B,Agriculture,91,A,Sinhala_Lit,27,F,ICT,87,A,664,73.78,B
STU0556,70,B,34,F,37,C,62,B,50,C,73,B,Agriculture,54,C,Sinhala_Lit,59,B,Media,67,B,506,56.22,B
STU0557,61,B,40,C,78,A,61,B,94,A,58,B,Agriculture,89,A,Sinhala_Lit,64,B,Media,59,B,604,67.11,B
STU0558,91,A,37,C,48,C,46,C,21,F,82,A,Agriculture,53,C,Sinhala_Lit,96,A,ICT,62,B,536,59.56,B
STU0559,95,A,54,C,46,C,27,F,46,C,71,B,Agriculture,81,A,English_Lit,50,C,Health,74,B,544,60.44,B
STU0560,89,A,82,A,73,B,54,C,62,B,74,B,Commerce,62,B,Drama,72,B,Media,69,B,637,70.78,B
STU0561,59,B,60,B,60,B,41,C,74,B,53,C,Commerce,29,F,English_Lit,78,A,ICT,54,C,508,56.44,B
STU0562,65,B,53,C,91,A,64,B,93,A,44,C,Commerce,16,F,English_Lit,3,F,Home_Science,67,B,496,55.11,B
STU0563,18,F,2,F,67,B,90,A,16,F,73,B,Agriculture,69,B,Music,95,A,ICT,89,A,519,57.67,B
STU0564,22,F,82,A,64,B,61,B,23,F,63,B,Agriculture,82,A,Dance,62,B,Health,67,B,526,58.44,B
STU0565,97,A,71,B,21,F,42,C,59,B,64,B,Commerce,39,C,Dance,56,B,Home_Science,96,A,545,60.56,B
STU0566,49,C,86,A,77,A,67,B,42,C,66,B,Commerce,99,A,Sinhala_Lit,94,A,Health,75,A,655,72.78,B
STU0567,46,C,12,F,76,A,66,B,49,C,84,A,Agriculture,21,F,Dance,45,C,Home_Science,66,B,465,51.67,C
STU0568,88,A,10,F,46,C,36,C,7,F,64,B,Commerce,60,B,Dance,30,F,Media,19,F,360,40,C
STU0569,94,A,60,B,64,B,44,C,80,A,29,F,Agriculture,62,B,Dance,73,B,Health,40,C,546,60.67,B
STU0570,70,B,86,A,78,A,94,A,77,A,67,B,Commerce,83,A,Dance,75,A,Home_Science,74,B,704,78.22,A
STU0571,74,B,57,B,51,C,49,C,67,B,4,F,Commerce,86,A,Sinhala_Lit,97,A,Health,46,C,531,59,B
STU0572,98,A,39,C,72,B,58,B,88,A,57,B,Agriculture,89,A,Dance,79,A,Media,40,C,620,68.89,B
STU0573,0,F,100,A,96,A,84,A,57,B,63,B,Commerce,43,C,Music,26,F,Health,72,B,541,60.11,B
STU0574,56,B,70,B,68,B,68,B,59,B,81,A,Commerce,89,A,Art,42,C,Home_Science,66,B,599,66.56,B
STU0575,83,A,63,B,46,C,40,C,61,B,58,B,Commerce,46,C,Dance,59,B,ICT,66,B,522,58,B
STU0576,68,B,41,C,42,C,98,A,60,B,81,A,Agriculture,73,B,Dance,52,C,Media,41,C,556,61.78,B
STU0577,66,B,71,B,69,B,86,A,48,C,95,A,Agriculture,87,A,Dance,79,A,ICT,18,F,619,68.78,B
STU0578,78,A,47,C,66,B,29,F,59,B,25,F,Agriculture,74,B,Dance,79,A,Home_Science,91,A,548,60.89,B
STU0579,38,C,45,C,77,A,59,B,51,C,66,B,Agriculture,61,B,Dance,78,A,ICT,10,F,485,53.89,C
STU0580,41,C,71,B,77,A,84,A,68,B,62,B,Commerce,69,B,English_Lit,87,A,Health,62,B,621,69,B
STU0581,71,B,2,F,47,C,0,F,97,A,49,C,Commerce,71,B,Art,44,C,ICT,61,B,442,49.11,C
STU0582,54,C,77,A,56,B,74,B,66,B,65,B,Commerce,91,A,Dance,84,A,Home_Science,58,B,625,69.44,B
STU0583,80,A,61,B,49,C,26,F,36,C,74,B,Commerce,78,A,Music,69,B,ICT,52,C,525,58.33,B
STU0584,80,A,67,B,60,B,14,F,60,B,54,C,Commerce,92,A,Sinhala_Lit,72,B,Media,90,A,589,65.44,B
STU0585,93,A,41,C,84,A,88,A,37,C,59,B,Commerce,33,F,Art,39,C,Home_Science,85,A,559,62.11,B
STU0586,49,C,84,A,79,A,97,A,98,A,55,B,Commerce,45,C,Music,38,C,Home_Science,100,A,645,71.67,B
STU0587,8,F,34,F,75,A,93,A,79,A,50,C,Commerce,57,B,English_Lit,82,A,Health,72,B,550,61.11,B
STU0588,74,B,44,C,77,A,59,B,99,A,3,F,Commerce,59,B,Drama,93,A,Health,65,B,573,63.67,B
STU0589,59,B,63,B,98,A,59,B,83,A,69,B,Agriculture,39,C,Sinhala_Lit,50,C,ICT,91,A,611,67.89,B
STU0590,79,A,69,B,97,A,64,B,92,A,62,B,Agriculture,65,B,Music,46,C,Health,54,C,628,69.78,B
STU0591,80,A,29,F,52,C,78,A,55,B,52,C,Commerce,68,B,Music,59,B,Media,94,A,567,63,B
STU0592,38,C,80,A,86,A,56,B,71,B,100,A,Commerce,68,B,Sinhala_Lit,71,B,Home_Science,38,C,608,67.56,B
STU0593,6,F,83,A,91,A,80,A,96,A,85,A,Agriculture,98,A,Dance,100,A,Health,73,B,712,79.11,A
STU0594,91,A,46,C,45,C,73,B,49,C,38,C,Commerce,44,C,Music,68,B,Health,64,B,518,57.56,B
STU0595,85,A,86,A,49,C,55,B,78,A,62,B,Agriculture,59,B,Music,75,A,Health,38,C,587,65.22,B
STU0596,43,C,70,B,44,C,61,B,82,A,6,F,Agriculture,6,F,Art,51,C,ICT,70,B,433,48.11,C
STU0597,73,B,14,F,69,B,69,B,74,B,79,A,Agriculture,100,A,Art,26,F,Home_Science,68,B,572,63.56,B
STU0598,85,A,49,C,58,B,82,A,6,F,54,C,Commerce,70,B,Music,46,C,ICT,47,C,497,55.22,B
STU0599,68,B,72,B,87,A,38,C,94,A,76,A,Agriculture,77,A,Sinhala_Lit,81,A,Health,71,B,664,73.78,B
STU0600,46,C,56,B,6,F,89,A,65,B,75,A,Agriculture,48,C,Sinhala_Lit,73,B,Home_Science,62,B,520,57.78,B
STU0601,77,A,88,A,86,A,91,A,91,A,80,A,Commerce,20,F,Dance,82,A,Health,46,C,661,73.44,B
STU0602,52,C,98,A,55,B,37,C,93,A,58,B,Agriculture,100,A,English_Lit,74,B,Media,89,A,656,72.89,B
STU0603,61,B,45,C,45,C,2,F,56,B,95,A,Agriculture,73,B,Music,19,F,Health,52,C,448,49.78,C
STU0604,72,B,35,C,74,B,27,F,81,A,66,B,Commerce,70,B,Sinhala_Lit,73,B,ICT,28,F,526,58.44,B
STU0605,14,F,57,B,53,C,98,A,75,A,65,B,Commerce,65,B,Art,75,A,ICT,72,B,574,63.78,B
STU0606,54,C,39,C,40,C,80,A,38,C,88,A,Agriculture,86,A,Drama,90,A,ICT,61,B,576,64,B
STU0607,64,B,52,C,66,B,40,C,97,A,13,F,Agriculture,58,B,Music,63,B,Media,43,C,496,55.11,B
STU0608,30,F,68,B,33,F,74,B,83,A,93,A,Commerce,71,B,Music,89,A,ICT,85,A,626,69.56,B
STU0609,99,A,8,F,62,B,95,A,60,B,89,A,Agriculture,54,C,Music,77,A,ICT,71,B,615,68.33,B
STU0610,48,C,60,B,49,C,87,A,78,A,99,A,Commerce,40,C,Art,83,A,Media,55,B,599,66.56,B
STU0611,48,C,25,F,79,A,36,C,35,C,60,B,Agriculture,56,B,Art,88,A,Media,19,F,446,49.56,C
STU0612,70,B,15,F,99,A,64,B,45,C,52,C,Agriculture,82,A,Art,67,B,Home_Science,13,F,507,56.33,B
STU0613,75,A,82,A,57,B,41,C,58,B,38,C,Agriculture,45,C,Drama,49,C,Health,44,C,489,54.33,C
STU0614,63,B,55,B,99,A,69,B,51,C,100,A,Agriculture,82,A,Music,56,B,ICT,53,C,628,69.78,B
STU0615,78,A,74,B,34,F,69,B,42,C,82,A,Commerce,9,F,English_Lit,13,F,Health,53,C,454,50.44,C
STU0616,36,C,84,A,7,F,4,F,87,A,96,A,Commerce,75,A,Art,71,B,Health,41,C,501,55.67,B
STU0617,68,B,62,B,62,B,54,C,67,B,47,C,Agriculture,95,A,Dance,48,C,Home_Science,89,A,592,65.78,B
STU0618,66,B,59,B,63,B,36,C,69,B,35,C,Agriculture,58,B,Drama,58,B,Home_Science,28,F,472,52.44,C
STU0619,99,A,63,B,73,B,79,A,78,A,25,F,Agriculture,58,B,Art,53,C,Home_Science,15,F,543,60.33,B
STU0620,63,B,21,F,43,C,60,B,56,B,40,C,Commerce,54,C,Dance,84,A,Health,67,B,488,54.22,C
STU0621,59,B,68,B,59,B,57,B,52,C,96,A,Agriculture,52,C,Music,74,B,Health,86,A,603,67,B
STU0622,63,B,55,B,99,A,72,B,67,B,1,F,Agriculture,53,C,English_Lit,78,A,Media,74,B,562,62.44,B
STU0623,76,A,48,C,63,B,86,A,20,F,60,B,Agriculture,36,C,English_Lit,49,C,ICT,70,B,508,56.44,B
STU0624,91,A,43,C,68,B,49,C,58,B,71,B,Commerce,93,A,Music,15,F,Media,58,B,546,60.67,B
STU0625,28,F,85,A,99,A,65,B,39,C,71,B,Commerce,74,B,Sinhala_Lit,72,B,Health,42,C,575,63.89,B
STU0626,45,C,85,A,37,C,58,B,46,C,64,B,Agriculture,89,A,Dance,55,B,Home_Science,83,A,562,62.44,B
STU0627,83,A,94,A,65,B,91,A,73,B,17,F,Agriculture,62,B,Sinhala_Lit,59,B,Home_Science,54,C,598,66.44,B
STU0628,85,A,79,A,61,B,50,C,51,C,75,A,Agriculture,44,C,Art,61,B,Health,34,F,540,60,B
STU0629,86,A,38,C,9,F,99,A,60,B,42,C,Commerce,42,C,Music,37,C,ICT,60,B,473,52.56,C
STU0630,60,B,58,B,44,C,59,B,45,C,44,C,Commerce,61,B,Music,44,C,Media,70,B,485,53.89,C
STU0631,10,F,71,B,61,B,37,C,39,C,79,A,Commerce,58,B,Art,91,A,Media,76,A,522,58,B
STU0632,58,B,73,B,74,B,52,C,100,A,40,C,Agriculture,69,B,Drama,72,B,Health,39,C,577,64.11,B
STU0633,59,B,48,C,66,B,52,C,63,B,61,B,Commerce,36,C,Drama,43,C,Health,79,A,507,56.33,B
STU0634,58,B,94,A,90,A,73,B,58,B,49,C,Agriculture,69,B,English_Lit,37,C,Home_Science,5,F,533,59.22,B
STU0635,61,B,37,C,55,B,63,B,53,C,89,A,Agriculture,80,A,Music,72,B,ICT,88,A,598,66.44,B
STU0636,27,F,80,A,85,A,2,F,84,A,53,C,Agriculture,84,A,Art,77,A,Media,49,C,541,60.11,B
STU0637,71,B,67,B,48,C,39,C,78,A,36,C,Commerce,59,B,Art,41,C,Health,74,B,513,57,B
STU0638,30,F,88,A,66,B,97,A,57,B,82,A,Commerce,68,B,Sinhala_Lit,68,B,Health,95,A,651,72.33,B
STU0639,49,C,47,C,67,B,31,F,99,A,56,B,Agriculture,36,C,Sinhala_Lit,64,B,ICT,41,C,490,54.44,C
STU0640,78,A,65,B,89,A,82,A,73,B,39,C,Agriculture,60,B,Art,47,C,Home_Science,90,A,623,69.22,B
STU0641,50,C,32,F,57,B,30,F,91,A,38,C,Agriculture,96,A,Drama,74,B,Home_Science,55,B,523,58.11,B
STU0642,65,B,93,A,86,A,91,A,61,B,62,B,Commerce,49,C,Music,75,A,Media,41,C,623,69.22,B
STU0643,60,B,86,A,68,B,60,B,85,A,85,A,Commerce,91,A,Drama,64,B,ICT,65,B,664,73.78,B
STU0644,36,C,29,F,26,F,58,B,82,A,69,B,Agriculture,82,A,Dance,55,B,ICT,99,A,536,59.56,B
STU0645,86,A,44,C,58,B,94,A,87,A,40,C,Agriculture,72,B,Sinhala_Lit,64,B,ICT,55,B,600,66.67,B
STU0646,85,A,93,A,69,B,5,F,79,A,81,A,Commerce,54,C,Art,91,A,Health,58,B,615,68.33,B
STU0647,63,B,83,A,44,C,61,B,76,A,74,B,Agriculture,61,B,Art,89,A,Home_Science,81,A,632,70.22,B
STU0648,84,A,58,B,62,B,39,C,91,A,72,B,Commerce,28,F,Music,53,C,Home_Science,42,C,529,58.78,B
STU0649,55,B,39,C,82,A,39,C,80,A,42,C,Agriculture,72,B,Music,42,C,Media,61,B,512,56.89,B
STU0650,79,A,71,B,49,C,70,B,92,A,86,A,Commerce,65,B,Drama,49,C,Home_Science,62,B,623,69.22,B
STU0651,70,B,80,A,64,B,65,B,74,B,91,A,Agriculture,40,C,Drama,66,B,Media,92,A,642,71.33,B
STU0652,76,A,73,B,58,B,12,F,39,C,83,A,Agriculture,74,B,Dance,54,C,Health,59,B,528,58.67,B
STU0653,10,F,35,C,70,B,76,A,58,B,49,C,Commerce,60,B,Music,86,A,Media,37,C,481,53.44,C
STU0654,65,B,2,F,73,B,82,A,47,C,8,F,Commerce,93,A,Dance,12,F,Home_Science,66,B,448,49.78,C
STU0655,56,B,43,C,33,F,20,F,51,C,80,A,Commerce,38,C,Music,99,A,Home_Science,98,A,518,57.56,B
STU0656,37,C,11,F,42,C,50,C,46,C,71,B,Agriculture,73,B,Drama,37,C,ICT,67,B,434,48.22,C
STU0657,65,B,78,A,74,B,79,A,58,B,100,A,Agriculture,45,C,Art,86,A,ICT,78,A,663,73.67,B
STU0658,74,B,65,B,80,A,53,C,58,B,100,A,Agriculture,59,B,Sinhala_Lit,83,A,ICT,56,B,628,69.78,B
STU0659,61,B,100,A,40,C,49,C,59,B,83,A,Commerce,75,A,English_Lit,41,C,Home_Science,43,C,551,61.22,B
STU0660,54,C,8,F,35,C,63,B,39,C,67,B,Agriculture,93,A,Dance,41,C,Media,74,B,474,52.67,C
STU0661,43,C,96,A,79,A,9,F,88,A,27,F,Commerce,73,B,Music,37,C,Health,26,F,478,53.11,C
STU0662,92,A,12,F,75,A,49,C,88,A,36,C,Commerce,98,A,English_Lit,53,C,ICT,87,A,590,65.56,B
STU0663,18,F,0,F,51,C,46,C,97,A,72,B,Commerce,46,C,Music,7,F,Health,96,A,433,48.11,C
STU0664,55,B,43,C,39,C,18,F,93,A,84,A,Commerce,64,B,Music,36,C,Home_Science,70,B,502,55.78,B
STU0665,72,B,67,B,72,B,97,A,61,B,91,A,Agriculture,65,B,Art,59,B,Home_Science,70,B,654,72.67,B
STU0666,26,F,84,A,76,A,52,C,77,A,66,B,Agriculture,72,B,Sinhala_Lit,23,F,Health,72,B,548,60.89,B
STU0667,47,C,71,B,44,C,70,B,37,C,53,C,Agriculture,66,B,Sinhala_Lit,47,C,Home_Science,57,B,492,54.67,C
STU0668,61,B,38,C,99,A,84,A,71,B,58,B,Agriculture,99,A,Dance,13,F,Home_Science,2,F,525,58.33,B
STU0669,82,A,71,B,93,A,6,F,71,B,80,A,Agriculture,81,A,English_Lit,66,B,Health,59,B,609,67.67,B
STU0670,49,C,96,A,37,C,72,B,59,B,91,A,Agriculture,4,F,Sinhala_Lit,79,A,Home_Science,65,B,552,61.33,B
STU0671,72,B,12,F,93,A,66,B,62,B,76,A,Commerce,43,C,Sinhala_Lit,38,C,Health,41,C,503,55.89,B
STU0672,11,F,3,F,56,B,82,A,41,C,86,A,Commerce,71,B,Dance,71,B,Media,65,B,486,54,C
STU0673,1,F,42,C,38,C,90,A,73,B,65,B,Agriculture,68,B,Dance,97,A,Health,77,A,551,61.22,B
STU0674,35,C,74,B,58,B,65,B,28,F,66,B,Commerce,77,A,Dance,85,A,Home_Science,68,B,556,61.78,B
STU0675,79,A,47,C,86,A,7,F,86,A,10,F,Commerce,71,B,English_Lit,59,B,Home_Science,70,B,515,57.22,B
STU0676,64,B,58,B,49,C,51,C,51,C,38,C,Commerce,49,C,Dance,65,B,Media,93,A,518,57.56,B
STU0677,70,B,61,B,38,C,40,C,49,C,57,B,Agriculture,56,B,Music,57,B,ICT,24,F,452,50.22,C
STU0678,95,A,76,A,25,F,55,B,21,F,47,C,Commerce,45,C,Sinhala_Lit,86,A,Home_Science,79,A,529,58.78,B
STU0679,72,B,36,C,64,B,89,A,77,A,79,A,Agriculture,63,B,Sinhala_Lit,40,C,Health,54,C,574,63.78,B
STU0680,43,C,62,B,56,B,97,A,51,C,58,B,Agriculture,53,C,English_Lit,70,B,Home_Science,76,A,566,62.89,B
STU0681,57,B,96,A,16,F,47,C,38,C,71,B,Agriculture,69,B,Art,40,C,ICT,77,A,511,56.78,B
STU0682,12,F,76,A,61,B,0,F,66,B,68,B,Agriculture,70,B,Dance,65,B,Health,91,A,509,56.56,B
STU0683,42,C,2,F,83,A,87,A,100,A,39,C,Commerce,75,A,Drama,66,B,Home_Science,35,C,529,58.78,B
STU0684,60,B,69,B,78,A,46,C,31,F,85,A,Agriculture,60,B,English_Lit,61,B,Health,60,B,550,61.11,B
STU0685,35,C,73,B,57,B,44,C,35,C,65,B,Agriculture,84,A,Art,91,A,Home_Science,36,C,520,57.78,B
STU0686,74,B,37,C,52,C,84,A,85,A,68,B,Commerce,45,C,Drama,30,F,Health,70,B,545,60.56,B
STU0687,71,B,65,B,9,F,50,C,63,B,92,A,Agriculture,73,B,Art,50,C,ICT,72,B,545,60.56,B
STU0688,91,A,46,C,32,F,50,C,59,B,83,A,Agriculture,49,C,Sinhala_Lit,41,C,Health,74,B,525,58.33,B
STU0689,88,A,52,C,76,A,95,A,86,A,47,C,Commerce,58,B,Art,43,C,ICT,31,F,576,64,B
STU0690,96,A,74,B,55,B,21,F,69,B,80,A,Commerce,97,A,Dance,54,C,Health,70,B,616,68.44,B
STU0691,58,B,64,B,94,A,48,C,91,A,7,F,Agriculture,72,B,Art,40,C,Media,80,A,554,61.56,B
STU0692,9,F,85,A,90,A,81,A,84,A,55,B,Agriculture,41,C,Sinhala_Lit,75,A,Health,59,B,579,64.33,B
STU0693,83,A,80,A,99,A,72,B,40,C,64,B,Commerce,74,B,English_Lit,71,B,ICT,72,B,655,72.78,B
STU0694,86,A,70,B,96,A,74,B,97,A,87,A,Commerce,53,C,Dance,53,C,ICT,61,B,677,75.22,A
STU0695,77,A,36,C,59,B,80,A,64,B,41,C,Agriculture,83,A,Art,69,B,Home_Science,76,A,585,65,B
STU0696,80,A,27,F,5,F,64,B,68,B,12,F,Agriculture,86,A,Music,100,A,Health,68,B,510,56.67,B
STU0697,78,A,47,C,75,A,80,A,53,C,58,B,Agriculture,54,C,Art,79,A,ICT,66,B,590,65.56,B
STU0698,65,B,37,C,86,A,67,B,54,C,60,B,Agriculture,20,F,Music,50,C,Home_Science,64,B,503,55.89,B
STU0699,50,C,8,F,84,A,96,A,78,A,79,A,Agriculture,84,A,Drama,34,F,Health,61,B,574,63.78,B
STU0700,91,A,98,A,84,A,87,A,80,A,46,C,Agriculture,65,B,Dance,68,B,ICT,75,A,694,77.11,A
STU0701,91,A,76,A,55,B,64,B,41,C,42,C,Agriculture,83,A,Sinhala_Lit,77,A,Home_Science,1,F,530,58.89,B
STU0702,74,B,47,C,89,A,65,B,47,C,9,F,Agriculture,77,A,Dance,60,B,Health,14,F,482,53.56,C
STU0703,64,B,80,A,76,A,59,B,56,B,98,A,Commerce,23,F,Sinhala_Lit,67,B,Home_Science,66,B,589,65.44,B
STU0704,75,A,15,F,94,A,37,C,57,B,76,A,Agriculture,70,B,Dance,74,B,ICT,90,A,588,65.33,B
STU0705,76,A,65,B,47,C,69,B,79,A,44,C,Agriculture,53,C,Dance,53,C,Home_Science,59,B,545,60.56,B
STU0706,100,A,51,C,89,A,61,B,62,B,97,A,Agriculture,86,A,Sinhala_Lit,82,A,Health,74,B,702,78,A
STU0707,61,B,64,B,99,A,61,B,42,C,85,A,Agriculture,49,C,Art,61,B,Health,56,B,578,64.22,B
STU0708,49,C,52,C,64,B,41,C,76,A,68,B,Agriculture,90,A,Dance,67,B,ICT,51,C,558,62,B
STU0709,13,F,93,A,95,A,59,B,72,B,65,B,Commerce,88,A,English_Lit,98,A,Home_Science,82,A,665,73.89,B
STU0710,96,A,71,B,67,B,18,F,26,F,44,C,Agriculture,40,C,Drama,71,B,ICT,69,B,502,55.78,B
STU0711,73,B,58,B,90,A,84,A,34,F,63,B,Commerce,85,A,Dance,45,C,Home_Science,69,B,601,66.78,B
STU0712,67,B,36,C,72,B,99,A,53,C,99,A,Commerce,71,B,Music,65,B,Home_Science,73,B,635,70.56,B
STU0713,59,B,36,C,81,A,59,B,36,C,57,B,Agriculture,97,A,Art,21,F,Health,93,A,539,59.89,B
STU0714,98,A,50,C,60,B,61,B,55,B,88,A,Commerce,85,A,Drama,82,A,ICT,38,C,617,68.56,B
